term_id	annotation_genes	my_method	dhac
745	0.686297131736	['838151', '825208', '826914', '831122', '835320', '835375']	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4, 5]
40388	0.717845145376	['837974', '838455', '816545', '817499', '817620', '818343', '821143', '820041', '820741', '3770591', '833471']	11	[11, 12, 13, 14, 15, 16, 17, 18, 19]	[12, 13]
129512	0.722630945211	['838807', '838851', '841558', '822517', '823831', '827307', '836043']	7	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[44]
41825	0.765939909979	['837974', '816545', '817499', '820041', '833471']	5	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[12, 13, 15, 16, 17, 25]
58771	0.771443818614	['839433', '837778', '844010', '844343', '816270', '817499', '819107', '820041', '831861', '832057']	10	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[17]
16456	0.754122776393	['839566', '837974', '816545', '817499', '817620', '818343', '820741']	7	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[11, 12, 13]
24621	0.779621351782	['837996', '843095', '817620', '821143', '3770591']	5	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[12]
188087	0.249304437222	['839392', '837040', '839930', '841920', '814643', '816651', '818300', '818633', '824524', '829966', '830128', '830699', '836393']	13	[48, 49]	[49]
186805	0.43650466755	['838250', '838672', '838779', '841892', '842833', '844230', '818316', '827727']	8	[46, 47, 48]	[46, 47]
60600	0.880260394171	['837974', '816270', '816545', '819107', '820041']	5	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[16, 17, 25, 26, 27]
29489	0.69374509461	['839566', '837974', '838455', '816545', '817499', '817620', '818343', '820741', '833471']	9	[9, 10, 11, 12, 13, 14, 15, 16, 17]	[11, 12, 13]
38847	0.756130222605	['839566', '837974', '837996', '838455', '843095', '816545', '817499', '817620', '818343', '821143', '820041', '820741', '3770591', '833471']	14	[11, 12]	[12]
58477	0.737482379932	['839433', '837778', '844010', '844343', '816270', '816545', '817499', '819107', '820041', '831861', '832057', '833471']	12	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[17]
133905	0.746820764595	['838807', '838851', '841558', '843903', '822517', '823831', '827307', '836043']	8	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[44]
184821	0.221708237608	['838250', '838672', '841920', '843747', '844230', '814643', '818316', '829966', '830128']	9	[44, 45, 46]	[44]
16277	0.732138098999	['839566', '837974', '838455', '816545', '817499', '817620', '818343', '820741']	8	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[11, 12, 13]
51342	0.760072435639	['839433', '837974', '816270', '816545', '817499', '818343', '819107', '820741', '834232']	9	[13, 14, 15, 16, 17, 18]	[16]
40136	0.731743418525	['837974', '838455', '843095', '816545', '817499', '817620', '818343', '821143', '820041', '820741', '3770591', '833471']	12	[11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
16457	0.731407417607	['839566', '837974', '816545', '817499', '817620', '821143', '820741']	7	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
6664	0.583096030712	['838851', '842103', '829995', '830101', '835398']	5	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[6]
8655	0.786706353597	['838807', '838851', '841558', '843903', '822517', '827307', '836043']	7	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[43, 44]
47728	0.877684274905	['837974', '816545', '818731', '819107', '820041']	5	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]	[15, 16, 17, 25, 26, 27]
59782	0.708722898821	['839433', '816270', '817499', '819107', '820041']	5	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[16, 17]
24758	0.760678544156	['839566', '837974', '843095', '816545', '817499', '817620', '821143', '820741']	8	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
164012	0.729676083525	['838807', '838851', '841558', '843903', '822517', '823831', '827307', '828884', '836043']	9	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]	[44]
46458	0.690546629319	['839433', '816545', '817499', '819107', '820041', '833471']	6	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[15, 16, 17]
187955	0.354007738284	['839392', '839930', '816651', '824524', '830699', '836393']	6	[47, 48, 49, 50, 51, 52]	[48, 49]
673	0.66462204652	['838151', '824699', '825208', '826914', '831122', '835320', '835375']	7	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[3, 4, 5]
16287	0.725162194213	['839566', '837974', '838455', '816545', '817499', '817620', '821143', '820741']	8	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[12, 13]
16958	0.739203262584	['837974', '816545', '817499', '817620', '818343', '820741']	6	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[11, 12, 13]
125362	0.763517787719	['838362', '817499', '817620', '818343', '833471']	5	[25, 26, 27, 28, 29, 30]	[27]
29477	0.702399581977	['839566', '837974', '838455', '843095', '816545', '817499', '817620', '820741', '833471']	9	[9, 10, 11, 12, 13, 14, 15, 16, 17]	[12, 13]
6764	0.458893477902	['839433', '837974', '818343', '820741', '834232']	5	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[3, 4, 15, 16]
16959	0.477705016466	['837974', '817620', '818343', '820741', '833471']	5	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[11, 12, 13]
30392	0.707091403345	['837974', '816545', '817499', '817620', '818343', '820741', '833471']	7	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[11, 12, 13]
744	0.515865691345	['838151', '843903', '824970', '825208', '826914', '829995', '831122', '835320']	8	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
25035	0.72920033051	['843095', '816545', '817499', '817620', '821143', '820741']	6	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[12, 13, 14]
746	0.60544393568	['842103', '843903', '822517', '824970', '826914', '829995', '831122', '835320', '836043']	9	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
747	0.63012093853	['841558', '842103', '843903', '822517', '824970', '826914', '829995', '835320', '836043']	9	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
186729	0.340435786813	['838362', '838250', '838672', '838779', '841892', '842833', '844230', '818316', '827727']	9	[46, 47]	[46]
184537	0.248290085538	['837040', '838250', '841920', '843747', '844230', '814643', '818316', '829966', '830128']	9	[44, 45]	[44]
34621	0.692264391935	['839566', '837974', '838455', '843095', '816545', '817499', '817620', '820741', '3770591', '833471']	10	[10, 11, 12, 13, 14, 15, 16, 17]	[12, 13]
16455	0.805000706364	['839433', '837974', '818343', '819107', '820741', '834232']	6	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[15, 16]
60169	0.875987868526	['837974', '816270', '816545', '818731', '819107', '820041']	6	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]	[16, 17, 25, 26, 27]
185068	0.169562910224	['839392', '837040', '841920', '843747', '814643', '829966', '830128']	7	[44, 45, 46, 47, 48, 49]	[44, 45, 46, 49]
187949	0.0944704591464	['838362', '838779', '841467', '843110', '843827', '816692', '818316']	7	[47, 48, 49, 50, 51, 52]	[49]
125048	0.697625768102	['838362', '839642', '817499', '817620', '818343', '833471']	6	[25, 26, 27, 28, 29]	[27]
24563	0.731240396952	['839566', '837974', '838455', '843095', '816545', '817499', '817620', '821143', '820741', '3770591']	10	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[12, 13]
188553	0.159931387446	['841920', '816651', '818300', '831910', '837040', '839930', '844283', '824524', '836393', '843747', '830699', '839642', '830128', '814643', '829966', '840006', '839392', '818633']	18	[49]	[49]
187726	0.15100113389	['838362', '838779', '841467', '842833', '843110', '843827', '844230', '816692', '818316']	9	[47, 48, 49, 50]	[49]
29938	0.683371981945	['837974', '838455', '816545', '817499', '817620', '818343', '820741', '833471']	8	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[11, 12, 13]
16956	0.71791567847	['837974', '816545', '817499', '817620', '821143', '820741']	6	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[12, 13]
16630	0.715358313716	['837974', '838455', '816545', '817499', '817620', '818343', '820741']	7	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[11, 12, 13]
47431	0.844664422979	['837974', '816545', '817499', '818731', '819107', '820041', '833471']	7	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[15, 16, 17, 25]
41065	0.711114249717	['837974', '816545', '817499', '821143', '820041', '820741', '3770591', '833471']	8	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[12, 13, 15, 16, 17]
186042	0.211290510933	['839392', '837040', '841920', '843747', '814643', '824524', '829966', '830128']	8	[45, 46, 47, 48, 49]	[45, 46, 49]
1010	0.489686397563	['839433', '837974', '817221', '818343', '834232']	5	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[0, 1, 2, 3, 4, 15, 16]
1298	0.799030579927	['837778', '844343', '817646', '831861', '832057']	5	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[0, 1, 2, 3, 4, 6, 7]
187889	0.171199325936	['839392', '837040', '839930', '841920', '814643', '816651', '824524', '830699', '836393']	9	[47, 48, 49, 50, 51]	[49]
16629	0.485236339725	['837974', '838455', '817620', '818343', '820741', '833471']	6	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[11, 12, 13]
1065	0.66201864235	['839566', '837974', '816545', '817499', '818343']	5	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[0, 1, 2, 3, 4, 11, 12, 13]
164184	0.721947544941	['841558', '822517', '823831', '828884', '836043']	5	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[44]
167242	0.81943868413	['837778', '844343', '816270', '817620', '818343', '831861', '832057']	7	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[42, 43]
59580	0.869659541232	['837974', '816270', '816545', '817221', '818731', '819107', '820041']	7	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]	[16, 17, 25]
6910	0.842719415802	['838807', '838851', '841558', '842103', '822517', '836043']	6	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[11]
184819	0.195804544569	['839392', '841920', '843747', '844230', '814643', '818316', '829966', '830128']	8	[44, 45, 46]	[44]
162146	0.0947554961791	['838779', '827727', '818316', '842833', '814643', '829966']	6	[35]	[35]
59779	0.841296233738	['837974', '816270', '816545', '817499', '818731', '819107', '820041', '833471']	8	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[16, 17, 25]
591	0.636671109186	['841558', '842103', '843903', '822517', '824970', '826914', '829995', '831122', '835320', '836043']	10	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[3, 4]
16626	0.713359738123	['837974', '838455', '816545', '817499', '817620', '821143', '820741']	7	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[12, 13]
281	0.648509799554	['839433', '839566', '837974', '837996', '841843', '843095', '843596', '843810', '816545', '817221', '817499', '818343', '820041', '835320']	14	[0, 1, 2, 3, 4, 5, 6]	[3]
188458	0.415773256745	['839392', '839930', '816651', '818300', '818633', '824524', '830699', '836393']	8	[48, 49, 50, 51, 52]	[48, 49]
6765	0.684502172695	['839566', '837974', '816545', '817499', '818343', '820741']	6	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[3, 4, 11, 12, 13]
35126	0.666535348357	['837974', '838455', '816545', '817499', '817620', '820741', '3770591', '833471']	8	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[12, 13]
23695	0.760755158937	['839566', '837974', '837996', '838455', '843095', '816545', '817499', '817620', '821143', '820741', '3770591']	11	[8, 9, 10, 11, 12]	[12]
25029	0.705265967159	['837974', '838455', '816545', '817499', '817620', '821143', '820741', '3770591']	8	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[12, 13]
34642	0.77109481937	['839433', '817221', '818731', '819107', '828489', '834232', '835355']	7	[10, 11, 12, 13, 14, 15, 16, 17]	[15, 16]
129544	0.734285325069	['838807', '841558', '822517', '823831', '827307', '836043']	6	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[44, 45, 46]
46455	0.802280123459	['837974', '816545', '817499', '818731', '819107', '820041', '820741', '3770591', '833471']	9	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[15, 16, 17]
59180	0.845776057261	['837974', '816270', '816545', '817221', '817499', '818731', '819107', '820041', '833471']	9	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	[16, 17, 25]
160955	0.801588296328	['816270', '817620', '818343', '831861', '832057']	5	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[42, 43]
29692	0.692719051945	['837974', '838455', '843095', '816545', '817499', '817620', '820741', '833471']	8	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
6645	0.728356797288	['839566', '837974', '838455', '816545', '817499', '818343', '820741']	7	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[11, 12, 13]
6660	0.545080195103	['839433', '837974', '817221', '818343', '820741', '833471', '834232']	7	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[15, 16]
187846	0.0968303363567	['838362', '838779', '841467', '842833', '843110', '843827', '816692', '818316']	8	[47, 48, 49, 50, 51]	[49]
185831	0.272485328906	['839392', '837040', '841920', '843747', '814643', '820827', '824524', '829966', '830128']	9	[45, 46]	[45]
8945	-0.0226648194168	['838362', '841467', '842833', '844230', '816651', '816692', '818316', '829966']	8	[4, 5, 6, 7, 8, 9, 10]	[4, 5, 6, 7, 8, 10]
188387	0.259461733117	['839392', '837040', '839930', '841920', '814643', '816651', '818300', '818633', '824524', '830699', '836393']	11	[48, 49, 50, 51]	[49]
133931	0.76306890577	['838807', '841558', '843903', '822517', '823831', '827307', '836043']	7	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[44, 45, 46]
187569	0.20562414467	['839392', '837040', '839930', '841920', '843747', '814643', '816651', '818300', '824524', '829966', '830128', '836393']	12	[47, 48, 49]	[49]
1960	0.780182309062	['838807', '841558', '843903', '822517', '827307', '836043']	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[3, 4, 43, 44, 45, 46]
12908	0.766061203565	['839433', '837974', '817221', '818343', '818731', '820741', '833471', '834232']	8	[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[15, 16]
34870	0.689077183365	['837974', '838455', '843095', '816545', '817499', '817620', '820741', '3770591', '833471']	9	[10, 11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
39900	0.774131283151	['839433', '837974', '838455', '816545', '817221', '818343', '818731', '819107', '820741', '828489', '833471', '834232', '835355']	13	[11, 12, 13, 14, 15, 16, 17]	[15, 16]
8807	-0.081157510893	['838362', '839642', '841467', '842833', '844230', '816651', '816692', '818316', '829966']	9	[4, 5, 6, 7, 8, 9]	[4, 5, 6, 7, 8]
184462	0.298368209546	['838779', '844230', '842833', '838250', '838672', '818316', '843747', '814643', '841920', '830128', '837040', '829966']	12	[44]	[44]
24769	0.7271320232	['837974', '838455', '843095', '816545', '817499', '817620', '821143', '820741', '3770591']	9	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
9752	0.77236812448	['839566', '838455', '843095', '816545', '821143', '3770591']	6	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[12, 13]
424	0.573620738826	['837778', '841652', '841843', '842985', '843048', '843596', '843810', '844343', '816270', '817272', '817646', '818069', '825714', '827727', '831861', '831151', '831377', '832057', '833979', '834232', '835320']	21	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
1066	0.687710366656	['839566', '837974', '843095', '816545', '817499']	5	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[0, 1, 2, 3, 4, 12, 13]
188086	0.229491367013	['839392', '837040', '839930', '841920', '843747', '814643', '816651', '818300', '818633', '824524', '829966', '830128', '836393']	13	[48, 49]	[49]
6766	0.757943655042	['839566', '837974', '843095', '816545', '817499', '821143', '820741']	7	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[12, 13]
46231	0.771062997494	['839433', '837974', '816545', '817499', '818731', '819107', '820041', '820741', '3770591', '833471', '835355']	11	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
1093	0.557383445509	['837778', '844343', '817272', '831832', '832136']	5	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[0, 1, 2, 3, 4]
125810	0.710911072331	['839433', '837974', '816270', '816545', '819107', '820041', '823859', '828489', '3770591']	9	[25, 26, 27, 28, 29, 30, 31, 32, 33]	[27]
125809	0.676750180252	['839433', '837974', '816270', '816545', '820041', '823859', '828489', '3770591', '836393']	9	[25, 26, 27, 28, 29, 30, 31, 32, 33]	[27, 29]
184535	0.243811653459	['839392', '837040', '841920', '843747', '844230', '814643', '818316', '829966', '830128']	9	[44, 45]	[44]
71557	0.71824332208	['838021', '838364', '817272', '820211', '830157']	5	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]	[21]
6563	0.659900348144	['838851', '842103', '818899', '826914', '829995', '830101', '831122', '835398']	8	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[6]
7019	0.792641947538	['838807', '838851', '841558', '842103', '836043']	5	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[6, 11]
1089	0.641910895247	['837778', '843596', '844343', '817272', '817646', '825714', '832057']	7	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[0, 1, 2, 3, 4]
5860	-0.0329251820783	['838362', '841467', '842833', '844230', '816651', '816692', '818316']	7	[3, 4, 5, 6, 7, 8, 9, 10]	[4, 5, 6, 7, 8, 10]
183598	0.160629614547	['838250', '838672', '841920', '843747', '844230', '814643', '818316', '829966']	8	[43, 44, 45, 46]	[44]
188829	0.205872745001	['839392', '839642', '839930', '840006', '844283', '816651', '818300', '818633', '824524', '831910', '830699', '836393']	12	[49, 50, 51, 52]	[49]
866	0.595284467098	['843903', '822517', '824970', '827307', '829995', '830101', '835398', '836043']	8	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
6646	0.753783177714	['839566', '837974', '838455', '843095', '816545', '817499', '821143', '820741']	8	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[12, 13]
16300	0.77183778793	['839433', '837974', '817221', '818343', '818731', '819107', '820741', '833471', '834232', '835355']	10	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[15, 16]
127219	0.595976326662	['838079', '841468', '816768', '818069', '824970', '827001', '829995', '831472', '831528', '832070']	10	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]	[29]
188765	0.132272629032	['839392', '837040', '839642', '839930', '840006', '841920', '844283', '814643', '816651', '818300', '818633', '824524', '831910', '830699', '836393']	15	[49, 50, 51]	[49]
224	0.46740356598	['841920', '844283', '817174', '824524', '828213', '828577', '835431']	7	[0, 1, 2, 3]	[0, 1, 3]
5727	-0.0836022285923	['838362', '839642', '841467', '842833', '844230', '816651', '816692', '818316']	8	[3, 4, 5, 6, 7, 8, 9]	[4, 5, 6, 7, 8]
