	AT2G29180	-0.257549902	-0.235051385	-0.271585768	-0.230945336	-0.271863729	-0.230055439	-0.273978059	-0.230804128	-0.285627549		-0.293313321	-0.217977952	-0.308511621	-0.257732532	
	AT4G33010	-0.17067275	-0.177396643	-0.168925876	-0.189971278	-0.173401304	-0.179644574	-0.176423262	-0.176348872	-0.184639542	-0.182565658	-0.190831283	-0.190205301	-0.198844541	-0.185532523	
	AT5G42270	-0.108788482	-0.110995372	-0.26824949	-0.166939187	-0.390866637	-0.205145328	-0.100756696	-0.204733932	-0.163413878	-0.211136162	-0.206922059	-0.237382237	-0.224392085	-0.195898092	
QESV	Gene	68	69	70	71	72	73	74	75	76	77	78	79	80	81	
	AT1G03160	0.09888617	-0.08108126	0.079985075	-0.089947816	0.090025124	-0.079584502	0.081363835	-0.075328133	0.085113413	-0.093712356	0.094079022	-0.087631612	0.107768863	-0.085851857	
	AT1G14345	0.177165099	-0.029949987	0.145072897	-0.038238821	0.157384682	-0.035901472	0.138161626	-0.037059772	0.151773712	-0.04529447	0.146213673	-0.036671638	0.166196568	-0.032974679	
	AT1G80380	0.332575556	0.041506695	0.321513572	0.029487311	0.33902483	0.031891693	0.320252585	0.033468537	0.338769165	0.0278109	0.348044347	0.028392099	0.36303502	0.030336021	
	AT2G18790	0.231207034	0.666147773	0.211266462	-0.19968315	0.205372027	-0.206943816	0.184447799	-0.209151134	0.196291538	-0.213483155	0.183221213	-0.212057618	0.2077237	-0.204240866	
	AT2G29180	0.158176719	-0.026591605	0.141971621	-0.040190092	0.138054157	-0.036953047	0.128986302	-0.044723098	0.116621767		0.115745454	-0.051132986	0.116599486	-0.039979212	
	AT4G33010	0.396284405	0.001902319	0.366005715	-0.003719408	0.371398349	-0.003874735	0.358021759	-0.012179056	0.352747091	-0.023371047	0.358615108	-0.023566147	0.378522631	-0.012621788	
	AT5G42270	0.270844946	-0.002712507	0.276049871	-0.012328505	0.288787417	0.070184944	0.319697905	-0.006488905	0.346445862	-0.018406056	0.358225427	0.07336268	0.374826421	0.028563332	
QI	Gene	68	69	70	71	72	73	74	75	76	77	78	79	80	81	
	AT1G03160	0.094876742	0.193876213	0.117519226	0.19776644	0.112976297	0.198017665	0.130726446	0.204145378	0.137578748	0.204577537	0.144220133	0.211257163	0.144220458	0.21500947	
	AT1G14345	0.166806127	0.208986619	0.187877354	0.226367115	0.187654067	0.224948859	0.193160287	0.212110438	0.204398195	0.229536681	0.205943133	0.231321515	0.194322528	0.246532118	
	AT1G80380	0.128853632	0.274039127	0.131416601	0.259052779	0.120523833	0.240281603	0.128590193	0.242224023	0.121541747	0.221642688	0.125922252	0.234166379	0.112076158	0.2368093	
	AT2G18790	0.131832608	0.158960752	0.13952648	0.15204442	0.148315515	0.169229944	0.14858854	0.168978342	0.153674862	0.166915173	0.158213129	0.166128706	0.153241545	0.175696526	
	AT2G29180	0.201536628	0.297413821	0.217796734	0.284636416	0.204985359	0.282519403	0.201141831	0.279185952	0.194476752	0.266633037	0.18758847	0.267892216	0.179088553	0.26093369	
	AT4G33010	0.164267662	0.353540659	0.190949268	0.33948344	0.149872503	0.322676572	0.16105063	0.314763455	0.161404882	0.330194193	0.178301386	0.34780929	0.178719675	0.359607401	
	AT5G42270	0.124354689	0.222291786	0.173287227	0.251362489	0.212073467	0.271763459	0.237994493	0.323634474	0.278349294	0.365302274	0.309486916	0.375007295	0.358033787	0.420316221	
																
	NO.4	term_id:69153	"annotation_gene:['AT2G18790', 'AT1G80380', 'AT1G14345', 'AT4G33010', 'AT1G03160', 'AT2G29180']"	time_point:65--74												
Phi2	Gene	65	66	67	68	69	70	71	72	73	74					
	AT2G18790	-0.332997288	-0.241131521	-0.302490586	-0.243551264	-0.339028686	-0.262998402	-0.341892143	-0.252491417	-0.287546598	-0.264921667					
	AT1G80380	-0.126732045	-0.056614923	-0.125362033	-0.068625701	-0.131999721	-0.085768543	-0.147593965	-0.096707757	-0.151020618	-0.095195795					
	AT1G14345	-0.176550611	-0.101470512	-0.200258177	-0.105625455	-0.174359608	-0.105873346	-0.205768054	-0.120525806	-0.28215594	-0.093060075					
	AT4G33010	-0.181187383	-0.155547019	-0.167057871	-0.17067275	-0.177396643	-0.168925876	-0.189971278	-0.173401304	-0.179644574	-0.176423262					
	AT1G03160	-0.196373706	-0.140631788	-0.201997886	-0.149835367	-0.203335466	-0.15226502	-0.226670886	-0.150934283	-0.230670303	-0.149711078					
	AT2G29180	-0.233117459	-0.254583589	-0.200490856	-0.257549902	-0.235051385	-0.271585768	-0.230945336	-0.271863729	-0.230055439	-0.273978059					
QESV	Gene	65	66	67	68	69	70	71	72	73	74					
	AT2G18790	-0.092691652	0.268964913	-0.1481208	0.231207034	0.666147773	0.211266462	-0.19968315	0.205372027	-0.206943816	0.184447799					
	AT1G80380	0.072855664	0.33757368	0.06090089	0.332575556	0.041506695	0.321513572	0.029487311	0.33902483	0.031891693	0.320252585					
	AT1G14345	-0.014255935	0.198627603	-0.020893347	0.177165099	-0.029949987	0.145072897	-0.038238821	0.157384682	-0.035901472	0.138161626					
	AT4G33010	0.063408217	0.420002913	0.028301669	0.396284405	0.001902319	0.366005715	-0.003719408	0.371398349	-0.003874735	0.358021759					
	AT1G03160	-0.069574173	0.112608142	-0.076302534	0.09888617	-0.08108126	0.079985075	-0.089947816	0.090025124	-0.079584502	0.081363835					
	AT2G29180	0.015999959	0.175393477	-0.017297697	0.158176719	-0.026591605	0.141971621	-0.040190092	0.138054157	-0.036953047	0.128986302					
QI	Gene	65	66	67	68	69	70	71	72	73	74					
	AT2G18790	0.172842041	0.123640182	0.171239055	0.131832608	0.158960752	0.13952648	0.15204442	0.148315515	0.169229944	0.14858854					
	AT1G80380	0.304415916	0.117187572	0.289966096	0.128853632	0.274039127	0.131416601	0.259052779	0.120523833	0.240281603	0.128590193					
	AT1G14345	0.211168918	0.152152885	0.22010412	0.166806127	0.208986619	0.187877354	0.226367115	0.187654067	0.224948859	0.193160287					
	AT4G33010	0.365626541	0.136976787	0.358680782	0.164267662	0.353540659	0.190949268	0.33948344	0.149872503	0.322676572	0.16105063					
	AT1G03160	0.193580711	0.076158631	0.194277816	0.094876742	0.193876213	0.117519226	0.19776644	0.112976297	0.198017665	0.130726446					
	AT2G29180	0.300915337	0.192675771	0.29755607	0.201536628	0.297413821	0.217796734	0.284636416	0.204985359	0.282519403	0.201141831					
																
	NO.5	term_id:106653	"annotation_gene:['AT1G80380', 'AT1G03160', 'AT1G67700', 'AT2G29180', 'AT4G33010', 'AT5G42270', 'AT1G14345']"	time_point:71--80												
Phi2	Gene	71	72	73	74	75	76	77	78	79	80					
	AT1G80380	-0.147593965	-0.096707757	-0.151020618	-0.095195795	-0.160192699	-0.101487567	-0.180283675	-0.105322633	-0.164789866	-0.098563811					
	AT1G03160	-0.226670886	-0.150934283	-0.230670303	-0.149711078	-0.234588502	-0.139130659	-0.191435455	-0.150062594	-0.22024995	-0.148829148					
	AT1G67700	-0.118157142	-0.067107277	-0.11982364	-0.066825238	-0.110611681	-0.067294023		-0.078913743	-0.131745956	-0.077281047					
	AT2G29180	-0.230945336	-0.271863729	-0.230055439	-0.273978059	-0.230804128	-0.285627549		-0.293313321	-0.217977952	-0.308511621					
	AT4G33010	-0.189971278	-0.173401304	-0.179644574	-0.176423262	-0.176348872	-0.184639542	-0.182565658	-0.190831283	-0.190205301	-0.198844541					
	AT5G42270	-0.166939187	-0.390866637	-0.205145328	-0.100756696	-0.204733932	-0.163413878	-0.211136162	-0.206922059	-0.237382237	-0.224392085					
	AT1G14345	-0.205768054	-0.120525806	-0.28215594	-0.093060075	-0.149825789	-0.119486435	-0.151960108	-0.1010434	-0.23913942	-0.106686264					
QESV	Gene	71	72	73	74	75	76	77	78	79	80					
	AT1G80380	0.029487311	0.33902483	0.031891693	0.320252585	0.033468537	0.338769165	0.0278109	0.348044347	0.028392099	0.36303502					
	AT1G03160	-0.089947816	0.090025124	-0.079584502	0.081363835	-0.075328133	0.085113413	-0.093712356	0.094079022	-0.087631612	0.107768863					
	AT1G67700	-0.00153428	0.218032937	0.000228696	0.221512085	-0.007939004	0.217736765		0.224611665	-0.001086729	0.229627642					
	AT2G29180	-0.040190092	0.138054157	-0.036953047	0.128986302	-0.044723098	0.116621767		0.115745454	-0.051132986	0.116599486					
	AT4G33010	-0.003719408	0.371398349	-0.003874735	0.358021759	-0.012179056	0.352747091	-0.023371047	0.358615108	-0.023566147	0.378522631					
	AT5G42270	-0.012328505	0.288787417	0.070184944	0.319697905	-0.006488905	0.346445862	-0.018406056	0.358225427	0.07336268	0.374826421					
	AT1G14345	-0.038238821	0.157384682	-0.035901472	0.138161626	-0.037059772	0.151773712	-0.04529447	0.146213673	-0.036671638	0.166196568					
QI	Gene	71	72	73	74	75	76	77	78	79	80					
	AT1G80380	0.259052779	0.120523833	0.240281603	0.128590193	0.242224023	0.121541747	0.221642688	0.125922252	0.234166379	0.112076158					
	AT1G03160	0.19776644	0.112976297	0.198017665	0.130726446	0.204145378	0.137578748	0.204577537	0.144220133	0.211257163	0.144220458					
	AT1G67700	0.216910009	0.13087109	0.213818239	0.140249696	0.22168902	0.141899104	0.223200553	0.135797474	0.234255398	0.129958645					
	AT2G29180	0.284636416	0.204985359	0.282519403	0.201141831	0.279185952	0.194476752	0.266633037	0.18758847	0.267892216	0.179088553					
	AT4G33010	0.33948344	0.149872503	0.322676572	0.16105063	0.314763455	0.161404882	0.330194193	0.178301386	0.34780929	0.178719675					
	AT5G42270	0.251362489	0.212073467	0.271763459	0.237994493	0.323634474	0.278349294	0.365302274	0.309486916	0.375007295	0.358033787					
	AT1G14345	0.226367115	0.187654067	0.224948859	0.193160287	0.212110438	0.204398195	0.229536681	0.205943133	0.231321515	0.194322528					
																
	NO.6	term_id:3813	"annotation_gene:['AT1G44575', 'AT1G65230', 'AT1G71500', 'AT1G79040', 'AT2G26550', 'AT3G56040']"	time_point:51--61												
Phi2	Gene	51	52	53	54	55	56	57	58	59	60	61				
	AT1G44575	-0.045506595	-0.047809912	-0.054125916	-0.052237914	-0.050305967	-0.058253636	-0.037263148	-0.062246546	-0.018265632	-0.064011622	0.009270313				
	AT1G65230	-0.127602258	-0.102728777	-0.160122701	-0.109841289	-0.177962234	-0.116909253	-0.199248722	-0.121916136	-0.18013115	-0.133379642	-0.194005997				
	AT1G71500	-0.086098656	-0.071706523	-0.07677849	-0.059924262	-0.064735515	-0.063271524	-0.033654092	-0.055036256	-0.005858022	-0.058623339	0.007770247				
	AT1G79040	-0.139119565	-0.101959966	-0.186389978	-0.122375109	-0.207837075	-0.14757119	-0.210378969	-0.167788414	-0.17748715	-0.189643794	-0.157844637				
	AT2G26550	-0.213152036	-0.184786904	-0.256629954	-0.196458498	-0.30229119	-0.222919089	-0.329294738	-0.245228447	-0.324384437	-0.282875073	-0.339029802				
	AT3G56040	-0.108902719	-0.078737465	-0.156634019	-0.101878528	-0.185989229	-0.134951551	-0.18674074	-0.146309425	-0.174758086	-0.1652573	-0.155459292				
QESV	Gene	51	52	53	54	55	56	57	58	59	60	61				
	AT1G44575	-0.083118806	-0.020233898	-0.249325003	-0.033154116	-0.481116664	-0.05055452	-0.757107252	-0.091799701	-0.984376984	-0.174746496	-1.156067115				
	AT1G65230	-0.080623415	-0.059484086	-0.197841288	-0.078107218	-0.408214295	-0.092907355	-0.561605069	-0.130645378	-0.619949427	-0.195330151	-0.610291205				
	AT1G71500	-0.028630536	-0.016216428	-0.160942464	-0.030273653	-0.42397007	-0.052280617	-0.617357442	-0.124638741	-0.700520497	-0.236269704	-0.719949141				
	AT1G79040	-0.118224872	-0.072961124	-0.288560143	-0.103565785	-0.601326279	-0.146714077	-0.899447105	-0.222453	-1.115272643	-0.345811581	-1.23358598				
	AT2G26550	-0.136737911	-0.213209709	-0.064165777	-0.196513054	-0.067146132	-0.129747798	-0.140854013	-0.08742031	-0.201820913	-0.034831024	-0.240287538				
	AT3G56040	-0.032595119	-0.02342632	-0.171090562	-0.019389736	-0.459197733	-0.073368703	-0.734173907	-0.123043147	-0.904994468	-0.215734351	-0.987455474				
QI	Gene	51	52	53	54	55	56	57	58	59	60	61				
	AT1G44575	0.025810888	0	0.052197741	0.008179399	0.087120091	0.022752058	0.113868866	0.054836476	0.115523281	0.094238223	0.099415377				
	AT1G65230	0.016086777	0.031051234	0.004283435	0.015625824	0.017209105	0.006828159	0.013714023	0.013440512	0.008503341	0.015497361	0.004750405				
	AT1G71500	0	0	0	0	0	0	0	0	0	0	0				
	AT1G79040	0	0	0	0	0	0	0	0	0	0	0				
	AT2G26550	0	0	0	0	0	0	0	0	0.034451404	0	0.104867626				
	AT3G56040	0.009753006	0.029742096	0	0.008724017	0	0.002908643	0	0	0	0	0				
																
	NO.7	term_id:93116	"annotation_gene:['AT1G03160', 'AT1G67700', 'AT1G80380', 'AT1G14345', 'AT5G42270', 'AT4G33010', 'AT2G18790', 'AT2G29180']"	time_point:69--78												
Phi2	Gene	69	70	71	72	73	74	75	76	77	78					
	AT1G03160	-0.203335466	-0.15226502	-0.226670886	-0.150934283	-0.230670303	-0.149711078	-0.234588502	-0.139130659	-0.191435455	-0.150062594					
	AT1G67700	-0.147817543	-0.061798822	-0.118157142	-0.067107277	-0.11982364	-0.066825238	-0.110611681	-0.067294023		-0.078913743					
	AT1G80380	-0.131999721	-0.085768543	-0.147593965	-0.096707757	-0.151020618	-0.095195795	-0.160192699	-0.101487567	-0.180283675	-0.105322633					
	AT1G14345	-0.174359608	-0.105873346	-0.205768054	-0.120525806	-0.28215594	-0.093060075	-0.149825789	-0.119486435	-0.151960108	-0.1010434					
	AT5G42270	-0.110995372	-0.26824949	-0.166939187	-0.390866637	-0.205145328	-0.100756696	-0.204733932	-0.163413878	-0.211136162	-0.206922059					
	AT4G33010	-0.177396643	-0.168925876	-0.189971278	-0.173401304	-0.179644574	-0.176423262	-0.176348872	-0.184639542	-0.182565658	-0.190831283					
	AT2G18790	-0.339028686	-0.262998402	-0.341892143	-0.252491417	-0.287546598	-0.264921667	-0.333601207	-0.261318618	-0.305006259	-0.255882494					
	AT2G29180	-0.235051385	-0.271585768	-0.230945336	-0.271863729	-0.230055439	-0.273978059	-0.230804128	-0.285627549		-0.293313321					
QESV	Gene	69	70	71	72	73	74	75	76	77	78					
	AT1G03160	-0.08108126	0.079985075	-0.089947816	0.090025124	-0.079584502	0.081363835	-0.075328133	0.085113413	-0.093712356	0.094079022					
	AT1G67700	0.0077923	0.223447304	-0.00153428	0.218032937	0.000228696	0.221512085	-0.007939004	0.217736765		0.224611665					
	AT1G80380	0.041506695	0.321513572	0.029487311	0.33902483	0.031891693	0.320252585	0.033468537	0.338769165	0.0278109	0.348044347					
	AT1G14345	-0.029949987	0.145072897	-0.038238821	0.157384682	-0.035901472	0.138161626	-0.037059772	0.151773712	-0.04529447	0.146213673					
	AT5G42270	-0.002712507	0.276049871	-0.012328505	0.288787417	0.070184944	0.319697905	-0.006488905	0.346445862	-0.018406056	0.358225427					
	AT4G33010	0.001902319	0.366005715	-0.003719408	0.371398349	-0.003874735	0.358021759	-0.012179056	0.352747091	-0.023371047	0.358615108					
	AT2G18790	0.666147773	0.211266462	-0.19968315	0.205372027	-0.206943816	0.184447799	-0.209151134	0.196291538	-0.213483155	0.183221213					
	AT2G29180	-0.026591605	0.141971621	-0.040190092	0.138054157	-0.036953047	0.128986302	-0.044723098	0.116621767		0.115745454					
QI	Gene	69	70	71	72	73	74	75	76	77	78					
	AT1G03160	0.193876213	0.117519226	0.19776644	0.112976297	0.198017665	0.130726446	0.204145378	0.137578748	0.204577537	0.144220133					
	AT1G67700	0.206626611	0.126312525	0.216910009	0.13087109	0.213818239	0.140249696	0.22168902	0.141899104	0.223200553	0.135797474					
	AT1G80380	0.274039127	0.131416601	0.259052779	0.120523833	0.240281603	0.128590193	0.242224023	0.121541747	0.221642688	0.125922252					
	AT1G14345	0.208986619	0.187877354	0.226367115	0.187654067	0.224948859	0.193160287	0.212110438	0.204398195	0.229536681	0.205943133					
	AT5G42270	0.222291786	0.173287227	0.251362489	0.212073467	0.271763459	0.237994493	0.323634474	0.278349294	0.365302274	0.309486916					
	AT4G33010	0.353540659	0.190949268	0.33948344	0.149872503	0.322676572	0.16105063	0.314763455	0.161404882	0.330194193	0.178301386					
	AT2G18790	0.158960752	0.13952648	0.15204442	0.148315515	0.169229944	0.14858854	0.168978342	0.153674862	0.166915173	0.158213129					
	AT2G29180	0.297413821	0.217796734	0.284636416	0.204985359	0.282519403	0.201141831	0.279185952	0.194476752	0.266633037	0.18758847					
																
	NO.8	term_id:3796	"annotation_gene:['AT4G33010', 'AT3G08920', 'AT1G32500', 'AT3G14420', 'AT2G18790', 'AT1G16880', 'AT5G53170', 'AT2G29180']"	time_point:51--60												
Phi2	Gene	51	52	53	54	55	56	57	58	59	60					
	AT4G33010	-0.06920112	-0.060289148	-0.110056004	-0.065513572	-0.173547585	-0.073109191	-0.201350873	-0.081285831	-0.199204882	-0.104805163					
	AT3G08920	-0.036315385	-0.030833204	-0.064604777	-0.040415875	-0.088215043	-0.051801518	-0.10772018	-0.060630443	-0.128346299	-0.08220804					
	AT1G32500	-0.329016344	-0.288660253	-0.3839016	-0.315325864	-0.427409732	-0.352211019	-0.479116264	-0.369172526	-0.492909146	-0.386090721					
	AT3G14420	-0.086757803	-0.071230779	-0.087513753	-0.069827744	-0.121453826	-0.070850228	-0.179678996	-0.073230892	-0.236308661	-0.096038793					
	AT2G18790	-0.138267288	-0.121746915	-0.174337834	-0.138933391	-0.222001574	-0.15444212	-0.278333215	-0.172686972	-0.317786157	-0.186642351					
	AT1G16880	-0.753040944	-0.641725778	-0.708606259	-0.621087689	-0.670500143	-0.609157075	-0.645871341	-0.603788327	-0.645254938	-0.597397642					
	AT5G53170	-0.017581912	-0.022422195	-0.036905638	-0.023770169	-0.054541607	-0.030364352	-0.083977569	-0.038345771	-0.109721635	-0.048162696					
	AT2G29180	-0.166149921	-0.1713603	-0.174654247	-0.184788553	-0.194597818	-0.191745555	-0.211207108	-0.209321295	-0.202056834	-0.220316536					
QESV	Gene	51	52	53	54	55	56	57	58	59	60					
	AT4G33010	0.145886188	0.018100565	0.454290349	0.065674505	0.61023193	0.170374924	0.491998735	0.284897131	0.341264597	0.399073143					
	AT3G08920	0.153729001	0.082138568	0.262304272	0.193551936	0.244416819	0.296842372	0.199880075	0.341378085	0.142023342	0.350902165					
	AT1G32500	0.137317659	0.053221957	0.136561747	0.067618056	0.024699778	0.117038023	-0.11252316	0.153515753	-0.205725966	0.163288859					
	AT3G14420	0.044158037	0.02011258	0.082189065	0.014490555	0.265244191	0.051319805	0.339015886	0.113293736	0.315167928	0.263028388					
	AT2G18790	0.171698437	0.160150222	0.263640755	0.156974404	0.317179558	0.209745219	0.271185887	0.237170625	0.177704333	0.274941093					
	AT1G16880	0.23351331	0.209947614	-0.039432842	0.212446503	-0.345464133	0.203966585	-0.48559808	0.166565482	-0.48323235	0.040893668					
	AT5G53170	0.036480674	0.034489832	0.031003636	0.026037771	-0.028830175	0.013511338	-0.073195318	-0.007816627	-0.080234817	-0.01987182					
	AT2G29180	0.081162434	0.013776541	0.158767539	0.038843327	0.194832216	0.083857558	0.175408092	0.13493919	0.135253814	0.17641609					
QI	Gene	51	52	53	54	55	56	57	58	59	60					
	AT4G33010	0.017784469	0.047881747	0	0.009040313	0.026040616	0.00295164	0.08600948	0	0.214174486	0.006022594					
	AT3G08920	0.017387308	0.093104449	0.003509338	0.034129807	0.011551307	0.010809992	0.017582719	0.007908243	0.02851432	0.006962685					
